,Service_provider,technology,Download_Upload,Data_Speed(Kbps),signal_strength,Service_Area
2120,VODAFONE,4G,upload,1674,-59.0,Gujarat
2121,JIO,4G,download,261,-73.0,Bihar
2122,AIRTEL,4G,download,4628,-75.0,Bihar
2123,AIRTEL,4G,download,6,-83.0,Bihar
2124,JIO,4G,upload,336,-73.0,Bihar
2125,AIRTEL,4G,upload,3030,-77.0,Bihar
2126,AIRTEL,4G,upload,2116,-75.0,Bihar
2127,AIRTEL,4G,download,13788,,UP East
2128,AIRTEL,4G,upload,5743,,UP East
2129,IDEA,4G,upload,1776,-71.0,Maharashtra
2130,IDEA,4G,upload,6135,-65.0,Maharashtra
2131,IDEA,4G,upload,505,-75.0,Maharashtra
2132,IDEA,4G,upload,6211,-71.0,Maharashtra
2133,IDEA,4G,upload,1115,-75.0,Maharashtra
2134,IDEA,3G,upload,841,,Maharashtra
2135,IDEA,3G,upload,2987,,Maharashtra
2136,IDEA,3G,upload,1626,,Maharashtra
2137,IDEA,4G,upload,404,-75.0,Maharashtra
2138,IDEA,4G,upload,7437,-61.0,Maharashtra
2139,IDEA,4G,upload,9475,-69.0,Maharashtra
2140,IDEA,4G,upload,9422,-51.0,Maharashtra
2141,IDEA,4G,upload,601,-83.0,Maharashtra
2142,IDEA,3G,upload,475,,Maharashtra
2143,IDEA,4G,upload,589,-65.0,Maharashtra
2144,IDEA,4G,upload,417,-75.0,Maharashtra
2145,IDEA,4G,upload,5502,-73.0,Maharashtra
2146,IDEA,4G,upload,3786,-73.0,Maharashtra
2147,IDEA,4G,upload,5123,-75.0,Maharashtra
2148,IDEA,4G,upload,10989,-63.0,Maharashtra
2149,IDEA,4G,upload,1114,-77.0,Maharashtra
2150,IDEA,4G,upload,1716,-73.0,Maharashtra
2151,IDEA,4G,upload,3663,-73.0,Maharashtra
2152,IDEA,4G,upload,148,-77.0,Maharashtra
2153,IDEA,4G,upload,696,-77.0,Maharashtra
2154,IDEA,4G,upload,2762,-71.0,Maharashtra
2155,JIO,4G,upload,8357,-57.0,Gujarat
2156,JIO,4G,download,80144,-61.0,UP West
2157,JIO,4G,download,80245,-61.0,UP West
2158,JIO,4G,download,2130,-96.0,Haryana
2159,JIO,4G,download,1266,-91.0,Haryana
2160,JIO,4G,download,1406,-99.0,Haryana
2161,JIO,4G,upload,2257,-96.0,Haryana
2162,JIO,4G,upload,3118,-91.0,Haryana
2163,JIO,4G,upload,1091,-99.0,Haryana
2164,JIO,4G,download,8046,-53.0,UP East
2165,JIO,4G,upload,13231,-53.0,UP East
2166,JIO,4G,download,39862,-72.0,Delhi
2167,JIO,4G,download,39074,-71.0,Delhi
2168,JIO,4G,download,67005,-67.0,Delhi
2169,JIO,4G,upload,6184,-72.0,Delhi
2170,JIO,4G,upload,7647,-71.0,Delhi
2171,JIO,4G,upload,7209,-67.0,Delhi
2172,AIRTEL,4G,download,1233,-78.0,Tamil Nadu
2173,AIRTEL,4G,download,3229,-95.0,Tamil Nadu
2174,AIRTEL,4G,download,3135,-91.0,Tamil Nadu
2175,AIRTEL,4G,download,20671,-91.0,Tamil Nadu
2176,AIRTEL,4G,download,2147,-97.0,Tamil Nadu
2177,AIRTEL,4G,download,10756,-94.0,Tamil Nadu
2178,AIRTEL,4G,download,2466,-102.0,Tamil Nadu
2179,AIRTEL,4G,upload,1880,-78.0,Tamil Nadu
2180,AIRTEL,4G,upload,11152,-96.0,Tamil Nadu
2181,AIRTEL,4G,upload,1719,-93.0,Tamil Nadu
2182,AIRTEL,4G,upload,2547,-95.0,Tamil Nadu
2183,AIRTEL,4G,upload,8523,-93.0,Tamil Nadu
2184,AIRTEL,4G,upload,2378,-93.0,Tamil Nadu
2185,AIRTEL,4G,upload,2004,-102.0,Tamil Nadu
2186,JIO,4G,download,80,,UP East
2187,JIO,4G,upload,27,,UP East
2188,JIO,4G,download,3356,-95.0,Delhi
2189,JIO,4G,upload,853,-95.0,Delhi
2190,JIO,4G,download,29892,-60.0,UP West
2191,JIO,4G,upload,3870,-60.0,UP West
2192,JIO,4G,download,79123,-61.0,Madhya Pradesh
2193,JIO,4G,download,79871,-61.0,Madhya Pradesh
2194,JIO,4G,upload,8723,-61.0,Madhya Pradesh
2195,JIO,4G,upload,8671,-61.0,Madhya Pradesh
2196,JIO,4G,download,74966,-62.0,Rajasthan
2197,JIO,4G,download,14880,-51.0,Maharashtra
2198,JIO,4G,upload,6131,-51.0,Maharashtra
2199,JIO,4G,download,78418,-72.0,Rajasthan
2200,JIO,4G,download,80256,-72.0,Rajasthan
2201,JIO,4G,download,80028,-72.0,Rajasthan
2202,AIRTEL,4G,download,832,-107.0,Bihar
2203,AIRTEL,4G,download,703,-109.0,Bihar
2204,AIRTEL,4G,download,449,-101.0,Bihar
2205,AIRTEL,4G,download,2354,-107.0,Bihar
2206,AIRTEL,4G,download,395,-107.0,Bihar
2207,AIRTEL,4G,download,447,-107.0,Bihar
2208,AIRTEL,4G,download,3807,-109.0,Bihar
2209,AIRTEL,4G,upload,38,-107.0,Bihar
2210,AIRTEL,4G,upload,32,-107.0,Bihar
2211,AIRTEL,4G,upload,148,-101.0,Bihar
2212,AIRTEL,4G,upload,1149,-109.0,Bihar
2213,AIRTEL,4G,upload,33,-107.0,Bihar
2214,AIRTEL,4G,upload,128,-107.0,Bihar
2215,AIRTEL,4G,upload,6451,-109.0,Bihar
2216,JIO,4G,download,77011,-58.0,Rajasthan
2217,AIRTEL,4G,download,1609,,UP East
2218,AIRTEL,4G,download,16242,,UP East
2219,AIRTEL,4G,upload,0,-73.0,UP East
2220,AIRTEL,4G,upload,4111,,UP East
2221,JIO,4G,download,5484,-107.0,Delhi
2222,VODAFONE,4G,download,668,-107.0,Delhi
2223,JIO,4G,download,12289,-91.0,Delhi
2224,JIO,4G,download,747,-107.0,Delhi
2225,JIO,4G,download,29131,-89.0,Delhi
2226,JIO,4G,download,34234,-103.0,Delhi
2227,JIO,4G,download,25456,-105.0,Delhi
2228,VODAFONE,4G,download,8133,-105.0,Delhi
2229,VODAFONE,4G,download,8610,-105.0,Delhi
2230,VODAFONE,4G,download,58,-107.0,Delhi
2231,VODAFONE,4G,download,1155,-103.0,Delhi
2232,VODAFONE,4G,download,970,-105.0,Delhi
2233,VODAFONE,4G,download,3878,-107.0,Delhi
2234,JIO,4G,download,8402,-95.0,Delhi
2235,JIO,4G,upload,2687,-107.0,Delhi
2236,VODAFONE,4G,upload,19,-107.0,Delhi
2237,JIO,4G,upload,4079,-91.0,Delhi
2238,JIO,4G,upload,63,-107.0,Delhi
2239,JIO,4G,upload,5503,-93.0,Delhi
2240,JIO,4G,upload,2290,-103.0,Delhi
2241,JIO,4G,upload,6706,-101.0,Delhi
2242,VODAFONE,4G,upload,206,-105.0,Delhi
2243,VODAFONE,4G,upload,283,-105.0,Delhi
2244,VODAFONE,4G,upload,47,-103.0,Delhi
2245,VODAFONE,4G,upload,31,-103.0,Delhi
2246,VODAFONE,4G,upload,180,-107.0,Delhi
2247,VODAFONE,4G,upload,169,-105.0,Delhi
2248,JIO,4G,upload,5820,-93.0,Delhi
2249,JIO,4G,download,39231,-68.0,Delhi
2250,JIO,4G,download,47257,-68.0,Delhi
2251,JIO,4G,upload,7577,-68.0,Delhi
2252,JIO,4G,upload,7275,-68.0,Delhi
2253,JIO,4G,download,58214,-62.0,Rajasthan
2254,JIO,4G,upload,6096,-62.0,Rajasthan
2255,JIO,4G,download,39498,-66.0,Gujarat
2256,JIO,4G,upload,8209,-66.0,Gujarat
2257,AIRTEL,4G,download,1105,-81.0,Karnataka
2258,AIRTEL,4G,upload,212,-71.0,Karnataka
2259,JIO,4G,download,62218,-93.0,Andhra Pradesh
2260,JIO,4G,download,9081,-88.0,Andhra Pradesh
2261,JIO,4G,upload,5666,-57.0,UP West
2262,JIO,4G,upload,4257,-57.0,UP West
2263,JIO,4G,upload,3322,-67.0,UP West
2264,JIO,4G,upload,3826,-71.0,Gujarat
2265,JIO,4G,download,80686,-61.0,Madhya Pradesh
2266,JIO,4G,upload,8783,-61.0,Madhya Pradesh
2267,AIRTEL,4G,download,19412,-110.0,West Bengal
2268,AIRTEL,4G,download,6759,-112.0,West Bengal
2269,AIRTEL,4G,upload,1765,-109.0,West Bengal
2270,AIRTEL,4G,upload,193,,West Bengal
2271,JIO,4G,download,2189,-104.0,Himachal Pradesh
2272,JIO,4G,download,1429,-104.0,Himachal Pradesh
2273,JIO,4G,upload,736,-104.0,Himachal Pradesh
2274,JIO,4G,upload,758,-104.0,Himachal Pradesh
2275,JIO,4G,download,52988,-57.0,Gujarat
2276,JIO,4G,download,78807,-57.0,Gujarat
2277,JIO,4G,download,78807,-57.0,Gujarat
2278,JIO,4G,upload,5188,-57.0,Gujarat
2279,JIO,4G,upload,4766,-57.0,Gujarat
2280,JIO,4G,upload,7187,-57.0,Gujarat
2281,AIRTEL,4G,download,1028,-53.0,Kolkata
2282,AIRTEL,4G,upload,1188,-57.0,Kolkata
2283,JIO,4G,download,607,-102.0,Mumbai
2284,JIO,4G,download,2835,-103.0,Maharashtra
2285,JIO,4G,download,6358,-100.0,Maharashtra
2286,JIO,4G,download,3347,-98.0,Maharashtra
2287,JIO,4G,download,7854,-98.0,Maharashtra
2288,JIO,4G,download,8450,-103.0,Maharashtra
2289,JIO,4G,download,3609,-102.0,Maharashtra
2290,JIO,4G,download,5502,-102.0,Maharashtra
2291,JIO,4G,download,9654,-102.0,Maharashtra
2292,JIO,4G,download,8879,-106.0,Maharashtra
2293,JIO,4G,download,5873,-102.0,Maharashtra
2294,JIO,4G,download,5829,-101.0,Maharashtra
2295,JIO,4G,download,5181,-98.0,Maharashtra
2296,JIO,4G,download,4969,-103.0,Maharashtra
2297,JIO,4G,download,6037,-73.0,Mumbai
2298,JIO,4G,download,6880,-104.0,Maharashtra
2299,JIO,4G,upload,932,-101.0,Mumbai
2300,JIO,4G,upload,1593,-103.0,Maharashtra
2301,JIO,4G,upload,2545,-100.0,Maharashtra
2302,JIO,4G,upload,2626,-98.0,Maharashtra
2303,JIO,4G,upload,1780,-98.0,Maharashtra
2304,JIO,4G,upload,2772,-101.0,Maharashtra
2305,JIO,4G,upload,1679,-102.0,Maharashtra
2306,JIO,4G,upload,1364,-102.0,Maharashtra
2307,JIO,4G,upload,1919,-102.0,Maharashtra
2308,JIO,4G,upload,1285,-103.0,Maharashtra
2309,JIO,4G,upload,3172,-102.0,Maharashtra
2310,JIO,4G,upload,3175,-101.0,Maharashtra
2311,JIO,4G,upload,2487,-98.0,Maharashtra
2312,JIO,4G,upload,3335,-101.0,Maharashtra
2313,JIO,4G,upload,2127,-89.0,Mumbai
2314,JIO,4G,upload,1372,-102.0,Maharashtra
2315,JIO,4G,download,358,-95.0,Karnataka
2316,JIO,4G,download,1133,,Karnataka
2317,JIO,4G,upload,1467,-95.0,Karnataka
2318,JIO,4G,upload,70,,Karnataka
2319,IDEA,4G,download,10581,-71.0,Maharashtra
2320,IDEA,4G,download,11880,-61.0,Maharashtra
2321,IDEA,4G,download,1110,-73.0,Maharashtra
2322,IDEA,4G,upload,10124,-71.0,Maharashtra
2323,IDEA,4G,upload,174,-61.0,Maharashtra
2324,IDEA,4G,upload,82,-73.0,Maharashtra
2325,JIO,4G,upload,7193,-63.0,Orissa
2326,JIO,4G,download,41592,-61.0,Orissa
2327,JIO,4G,upload,6568,-61.0,Orissa
2328,AIRTEL,4G,download,1269,-77.0,UP West
2329,AIRTEL,4G,upload,1049,-77.0,UP West
2330,JIO,4G,download,282,,UP East
2331,JIO,4G,download,533,-102.0,UP East
2332,JIO,4G,upload,56,,UP East
2333,JIO,4G,upload,105,-99.0,UP East
2334,JIO,4G,download,2079,-67.0,UP West
2335,JIO,4G,upload,7224,-67.0,UP West
2336,JIO,4G,download,16724,-74.0,Maharashtra
2337,JIO,4G,download,12805,-63.0,Maharashtra
2338,JIO,4G,upload,6139,-74.0,Maharashtra
2339,JIO,4G,upload,4360,-63.0,Maharashtra
2340,AIRTEL,4G,download,6749,-101.0,Maharashtra
2341,AIRTEL,4G,upload,2085,-101.0,Maharashtra
2342,JIO,4G,download,37663,-67.0,Gujarat
2343,JIO,4G,download,77790,-67.0,Gujarat
2344,JIO,4G,download,39452,-66.0,Gujarat
2345,JIO,4G,download,39502,-67.0,Gujarat
2346,JIO,4G,download,41870,-67.0,Gujarat
2347,JIO,4G,upload,6177,-67.0,Gujarat
2348,JIO,4G,upload,7075,-67.0,Gujarat
2349,JIO,4G,upload,7533,-66.0,Gujarat
2350,JIO,4G,upload,7579,-67.0,Gujarat
2351,JIO,4G,upload,7385,-67.0,Gujarat
2352,JIO,4G,download,38810,-63.0,Gujarat
2353,JIO,4G,upload,7476,-63.0,Gujarat
2354,AIRTEL,4G,download,3611,-83.0,Kerala
2355,AIRTEL,4G,download,4890,-79.0,Kerala
2356,AIRTEL,4G,download,3653,-79.0,Gujarat
2357,CELLONE,4G,upload,2388,-85.0,Tamil Nadu
2358,CELLONE,4G,upload,2614,-51.0,Tamil Nadu
2359,CELLONE,4G,upload,1664,-51.0,Tamil Nadu
2360,CELLONE,4G,upload,740,-67.0,Tamil Nadu
2361,AIRTEL,4G,upload,50,,Kerala
2362,AIRTEL,4G,upload,2012,,Kerala
2363,AIRTEL,4G,upload,4489,,Kerala
2364,JIO,4G,download,38855,-64.0,Orissa
2365,JIO,4G,download,77497,-66.0,Rajasthan
2366,JIO,4G,upload,6511,-66.0,Rajasthan
2367,CELLONE,3G,download,9768,-81.0,Karnataka
2368,CELLONE,3G,download,3822,-89.0,Karnataka
2369,CELLONE,3G,download,3740,-85.0,Karnataka
2370,JIO,4G,download,79151,-71.0,Gujarat
2371,JIO,4G,download,79081,-71.0,Gujarat
2372,JIO,4G,upload,8612,-71.0,Gujarat
2373,JIO,4G,upload,8014,-71.0,Gujarat
2374,JIO,4G,download,18916,-57.0,Karnataka
2375,JIO,4G,download,3633,-53.0,Karnataka
2376,JIO,4G,download,8499,-51.0,Karnataka
2377,JIO,4G,upload,2696,-55.0,Karnataka
2378,JIO,4G,upload,1015,-53.0,Karnataka
2379,JIO,4G,upload,3608,-51.0,Karnataka
2380,JIO,4G,download,78671,-57.0,Gujarat
2381,JIO,4G,upload,7498,-57.0,Gujarat
2382,JIO,4G,download,80633,-57.0,Orissa
2383,JIO,4G,download,43289,-57.0,Orissa
2384,JIO,4G,download,49558,-57.0,Orissa
2385,JIO,4G,download,53243,-57.0,Orissa
2386,JIO,4G,download,29064,-57.0,Orissa
2387,JIO,4G,upload,8299,-57.0,Orissa
2388,JIO,4G,upload,4911,-57.0,Orissa
2389,JIO,4G,upload,3263,-57.0,Orissa
2390,JIO,4G,upload,3246,-57.0,Orissa
2391,JIO,4G,upload,3043,-57.0,Orissa
2392,JIO,4G,download,1965,-69.0,Kerala
2393,JIO,4G,download,78783,-71.0,Gujarat
2394,JIO,4G,download,80554,-71.0,Gujarat
2395,JIO,4G,download,77962,-71.0,Gujarat
2396,JIO,4G,upload,8364,-71.0,Gujarat
2397,JIO,4G,upload,8321,-71.0,Gujarat
2398,JIO,4G,upload,8365,-71.0,Gujarat
2399,JIO,4G,download,601,-79.0,UP West
2400,JIO,4G,download,40647,-57.0,Gujarat
2401,JIO,4G,download,80262,-57.0,Gujarat
2402,JIO,4G,download,79968,-57.0,Gujarat
2403,JIO,4G,download,80472,-57.0,Gujarat
2404,JIO,4G,upload,7655,-57.0,Gujarat
2405,JIO,4G,upload,6181,-57.0,Gujarat
2406,JIO,4G,upload,6395,-57.0,Gujarat
2407,JIO,4G,upload,6682,-57.0,Gujarat
2408,JIO,4G,download,1220,-65.0,Andhra Pradesh
2409,JIO,4G,download,1154,-65.0,Andhra Pradesh
2410,JIO,4G,download,5898,-63.0,Andhra Pradesh
2411,JIO,4G,download,4135,-63.0,Andhra Pradesh
2412,JIO,4G,upload,175,-65.0,Andhra Pradesh
2413,JIO,4G,upload,306,-65.0,Andhra Pradesh
2414,JIO,4G,upload,481,-63.0,Andhra Pradesh
2415,JIO,4G,upload,228,-63.0,Andhra Pradesh
2416,JIO,4G,download,40988,-57.0,Rajasthan
2417,JIO,4G,upload,7875,-57.0,Rajasthan
2418,JIO,4G,download,64229,-69.0,Delhi
2419,JIO,4G,upload,7206,-69.0,Delhi
2420,JIO,4G,download,3199,-83.0,Tamil Nadu
2421,JIO,4G,upload,2450,-74.0,Tamil Nadu
2422,JIO,4G,download,531,-65.0,West Bengal
2423,JIO,4G,download,3669,-69.0,UP East
2424,JIO,4G,upload,494,-55.0,West Bengal
2425,JIO,4G,upload,8607,-69.0,UP East
2426,AIRTEL,4G,download,3769,-81.0,Andhra Pradesh
2427,AIRTEL,4G,upload,3089,-79.0,Andhra Pradesh
2428,JIO,4G,download,1979,-61.0,UP West
2429,JIO,4G,download,1338,-69.0,UP West
2430,JIO,4G,download,517,-65.0,UP West
2431,JIO,4G,download,1475,-67.0,UP West
2432,JIO,4G,download,739,-63.0,UP West
2433,JIO,4G,download,522,-67.0,UP West
2434,JIO,4G,download,1513,-57.0,UP West
2435,JIO,4G,download,7067,-61.0,UP West
2436,JIO,4G,download,1491,-67.0,UP West
2437,JIO,4G,download,12130,-65.0,UP West
2438,JIO,4G,download,4419,-65.0,UP West
2439,JIO,4G,download,932,-63.0,UP West
2440,JIO,4G,download,861,-63.0,UP West
2441,JIO,4G,download,4077,-67.0,UP West
2442,JIO,4G,download,1200,-75.0,UP West
2443,JIO,4G,download,6254,-69.0,UP West
2444,JIO,4G,download,2517,-63.0,UP West
2445,JIO,4G,download,15121,-59.0,UP West
2446,JIO,4G,download,15351,-59.0,UP West
2447,JIO,4G,download,10332,-63.0,UP West
2448,JIO,4G,upload,153,-61.0,UP West
2449,JIO,4G,upload,254,-77.0,UP West
2450,JIO,4G,upload,257,-67.0,UP West
2451,JIO,4G,upload,162,-75.0,UP West
2452,JIO,4G,upload,371,-65.0,UP West
2453,JIO,4G,upload,54,-73.0,UP West
2454,JIO,4G,upload,2708,-55.0,UP West
2455,JIO,4G,upload,819,-63.0,UP West
2456,JIO,4G,upload,79,-69.0,UP West
2457,JIO,4G,upload,878,-67.0,UP West
2458,JIO,4G,upload,1572,-65.0,UP West
2459,JIO,4G,upload,324,-63.0,UP West
2460,JIO,4G,upload,209,-65.0,UP West
2461,JIO,4G,upload,270,-67.0,UP West
2462,JIO,4G,upload,102,-73.0,UP West
2463,JIO,4G,upload,201,-67.0,UP West
2464,JIO,4G,upload,188,-65.0,UP West
2465,JIO,4G,upload,237,-61.0,UP West
2466,JIO,4G,upload,271,-61.0,UP West
2467,JIO,4G,upload,187,-59.0,UP West
2468,JIO,4G,download,80709,-61.0,Gujarat
2469,JIO,4G,upload,8707,-61.0,Gujarat
2470,AIRTEL,4G,download,22573,-75.0,UP East
2471,AIRTEL,4G,download,3837,-77.0,UP East
2472,AIRTEL,4G,upload,1331,-77.0,UP East
2473,AIRTEL,4G,upload,6947,-81.0,UP East
2474,JIO,4G,download,70118,-69.0,Gujarat
2475,JIO,4G,download,79851,-58.0,Gujarat
2476,JIO,4G,download,79630,-58.0,Gujarat
2477,JIO,4G,upload,8225,-58.0,Gujarat
2478,JIO,4G,upload,8503,-58.0,Gujarat
2479,AIRTEL,4G,download,1412,-107.0,Rajasthan
2480,AIRTEL,4G,download,6705,-101.0,Rajasthan
2481,AIRTEL,4G,upload,8532,-107.0,Rajasthan
2482,AIRTEL,4G,upload,4743,-101.0,Rajasthan
2483,JIO,4G,download,811,-106.0,Karnataka
2484,JIO,4G,download,4040,-89.0,Karnataka
2485,JIO,4G,download,2625,-91.0,Karnataka
2486,JIO,4G,download,5459,-73.0,Karnataka
2487,JIO,4G,download,35964,-67.0,Karnataka
2488,JIO,4G,upload,1212,-106.0,Karnataka
2489,JIO,4G,upload,2515,-89.0,Karnataka
2490,JIO,4G,upload,780,-91.0,Karnataka
2491,JIO,4G,upload,6890,-73.0,Karnataka
2492,JIO,4G,upload,9418,-67.0,Karnataka
2493,AIRTEL,4G,download,1245,-59.0,UP East
2494,AIRTEL,4G,upload,330,-59.0,UP East
2495,AIRTEL,4G,download,6998,-102.0,Andhra Pradesh
2496,IDEA,4G,download,14347,,Andhra Pradesh
2497,AIRTEL,4G,download,715,-87.0,Andhra Pradesh
2498,AIRTEL,4G,upload,1007,-102.0,Andhra Pradesh
2499,IDEA,4G,upload,5332,,Andhra Pradesh
2500,AIRTEL,4G,upload,170,-103.0,Andhra Pradesh
2501,VODAFONE,4G,upload,23141,-92.0,Gujarat
2502,VODAFONE,4G,upload,4461,-94.0,Gujarat
2503,AIRTEL,4G,download,154,,Punjab
2504,JIO,4G,download,2413,,Punjab
2505,JIO,4G,download,880,,Punjab
2506,JIO,4G,download,6171,,UP East
2507,AIRTEL,4G,download,792,,UP East
2508,AIRTEL,4G,download,615,,UP East
2509,JIO,4G,download,2382,,UP East
2510,AIRTEL,4G,download,647,,Punjab
2511,AIRTEL,4G,upload,180,,Punjab
2512,JIO,4G,upload,214,,Punjab
2513,JIO,4G,upload,10519,,Punjab
2514,JIO,4G,upload,289,,UP East
2515,AIRTEL,4G,upload,132,,UP East
2516,AIRTEL,4G,upload,157,,UP East
2517,JIO,4G,upload,12847,,UP East
2518,AIRTEL,4G,upload,4,,Punjab
2519,JIO,4G,download,80060,-65.0,Orissa
2520,JIO,4G,download,77899,-63.0,Orissa
2521,JIO,4G,upload,8695,-65.0,Orissa
2522,JIO,4G,upload,8725,-63.0,Orissa
2523,JIO,4G,download,3,-85.0,Kolkata
2524,JIO,4G,download,4108,-103.0,Kolkata
2525,JIO,4G,download,11147,-104.0,Kolkata
2526,JIO,4G,download,4362,-90.0,Kolkata
2527,JIO,4G,upload,6208,-85.0,Kolkata
2528,JIO,4G,upload,2555,-102.0,Kolkata
2529,JIO,4G,upload,6887,-96.0,Kolkata
2530,JIO,4G,upload,2068,-90.0,Kolkata
2531,JIO,4G,download,27054,-71.0,Madhya Pradesh
2532,JIO,4G,upload,4494,-71.0,Madhya Pradesh
2533,CELLONE,4G,download,1540,,Tamil Nadu
2534,JIO,4G,download,18329,-110.0,Tamil Nadu
2535,JIO,4G,download,1716,-103.0,Tamil Nadu
2536,JIO,4G,download,354,-107.0,Tamil Nadu
2537,CELLONE,4G,upload,685,,Tamil Nadu
2538,JIO,4G,upload,608,-111.0,Tamil Nadu
2539,JIO,4G,upload,203,-103.0,Tamil Nadu
2540,JIO,4G,upload,737,-107.0,Tamil Nadu
2541,JIO,4G,download,1290,-77.0,Madhya Pradesh
2542,JIO,4G,download,1354,-69.0,Madhya Pradesh
2543,JIO,4G,download,1452,-73.0,Madhya Pradesh
2544,JIO,4G,download,80533,-71.0,Rajasthan
2545,JIO,4G,download,80523,-71.0,Rajasthan
2546,JIO,4G,upload,8471,-71.0,Rajasthan
2547,JIO,4G,upload,8450,-71.0,Rajasthan
2548,AIRTEL,4G,download,3830,-91.0,North East
2549,AIRTEL,4G,download,4237,-68.0,North East
2550,AIRTEL,4G,download,8731,-99.0,North East
2551,AIRTEL,4G,download,4938,-105.0,North East
2552,AIRTEL,4G,download,1347,-93.0,North East
2553,AIRTEL,4G,download,4582,-111.0,North East
2554,AIRTEL,4G,download,5217,-97.0,North East
2555,AIRTEL,4G,download,2663,-97.0,North East
2556,AIRTEL,4G,download,4654,-94.0,North East
2557,AIRTEL,4G,download,314,-106.0,North East
2558,AIRTEL,4G,download,2671,-90.0,North East
2559,AIRTEL,4G,download,3348,-106.0,UP East
2560,AIRTEL,4G,download,10823,-82.0,UP East
2561,AIRTEL,4G,download,5984,-82.0,UP East
2562,AIRTEL,4G,download,3791,-82.0,UP East
2563,AIRTEL,4G,download,9431,-82.0,UP East
2564,AIRTEL,4G,download,2969,-100.0,UP East
2565,AIRTEL,4G,download,7340,-86.0,UP East
2566,AIRTEL,4G,download,10238,-87.0,UP East
2567,AIRTEL,4G,download,379,,UP East
2568,AIRTEL,4G,upload,3053,-91.0,North East
2569,AIRTEL,4G,upload,2249,-68.0,North East
2570,AIRTEL,4G,upload,2100,-99.0,North East
2571,AIRTEL,4G,upload,3346,-105.0,North East
2572,AIRTEL,4G,upload,495,-93.0,North East
2573,AIRTEL,4G,upload,1709,-111.0,North East
2574,AIRTEL,4G,upload,2783,-97.0,North East
2575,AIRTEL,4G,upload,2103,-97.0,North East
2576,AIRTEL,4G,upload,1321,-94.0,North East
2577,AIRTEL,4G,upload,980,-106.0,North East
2578,AIRTEL,4G,upload,964,-90.0,North East
2579,AIRTEL,4G,upload,30,-106.0,UP East
2580,AIRTEL,4G,upload,9300,-82.0,UP East
2581,AIRTEL,4G,upload,438,-82.0,UP East
2582,AIRTEL,4G,upload,1586,-82.0,UP East
2583,AIRTEL,4G,upload,3195,-82.0,UP East
2584,AIRTEL,4G,upload,2779,-100.0,UP East
2585,AIRTEL,4G,upload,15619,-86.0,UP East
2586,AIRTEL,4G,upload,12055,-87.0,UP East
2587,AIRTEL,4G,upload,319,,UP East
2588,JIO,4G,upload,439,-51.0,Gujarat
2589,JIO,4G,download,78825,-71.0,Rajasthan
2590,JIO,4G,download,9546,-64.0,Orissa
2591,JIO,4G,download,39203,-63.0,Orissa
2592,JIO,4G,upload,7098,-64.0,Orissa
2593,JIO,4G,upload,7196,-63.0,Orissa
2594,AIRTEL,4G,download,282,,Haryana
2595,AIRTEL,4G,upload,3554,,Haryana
2596,AIRTEL,4G,download,4251,-107.0,Maharashtra
2597,AIRTEL,4G,download,4787,-107.0,Maharashtra
2598,AIRTEL,4G,upload,10743,,Maharashtra
2599,AIRTEL,4G,upload,30938,-105.0,Maharashtra
2600,JIO,4G,download,14568,-70.0,Punjab
2601,JIO,4G,download,286,-107.0,Punjab
2602,JIO,4G,download,637,-112.0,Punjab
2603,JIO,4G,download,995,-92.0,Punjab
2604,JIO,4G,upload,19277,-81.0,Punjab
2605,JIO,4G,upload,75,-107.0,Punjab
2606,JIO,4G,upload,27,-112.0,Punjab
2607,JIO,4G,upload,535,-94.0,Punjab
2608,JIO,4G,download,262,-109.0,Tamil Nadu
2609,JIO,4G,download,846,,Tamil Nadu
2610,JIO,4G,upload,119,-112.0,Tamil Nadu
2611,JIO,4G,upload,260,,Tamil Nadu
2612,IDEA,4G,download,21714,-76.0,Maharashtra
2613,IDEA,4G,download,11152,-66.0,Maharashtra
2614,IDEA,4G,upload,21285,-76.0,Maharashtra
2615,IDEA,4G,upload,2480,-73.0,Maharashtra
2616,JIO,4G,download,38849,-85.0,Kolkata
2617,JIO,4G,download,53724,-79.0,Kolkata
2618,JIO,4G,download,135,-85.0,Kolkata
2619,JIO,4G,upload,19949,-87.0,Kolkata
2620,JIO,4G,upload,21567,-79.0,Kolkata
2621,JIO,4G,upload,20367,-89.0,Kolkata
2622,AIRTEL,4G,upload,25011,-68.0,Andhra Pradesh
2623,AIRTEL,4G,upload,26170,-68.0,Andhra Pradesh
2624,AIRTEL,4G,upload,20372,-79.0,Andhra Pradesh
2625,AIRTEL,4G,upload,16393,-81.0,Andhra Pradesh
2626,AIRTEL,4G,upload,488,-101.0,Andhra Pradesh
2627,AIRTEL,4G,upload,624,-101.0,Andhra Pradesh
2628,AIRTEL,4G,upload,25122,-85.0,Andhra Pradesh
2629,AIRTEL,4G,upload,20770,-91.0,Andhra Pradesh
2630,AIRTEL,4G,upload,26584,-83.0,Andhra Pradesh
2631,AIRTEL,4G,upload,24063,-70.0,Andhra Pradesh
2632,AIRTEL,4G,upload,23709,-70.0,Andhra Pradesh
2633,AIRTEL,4G,upload,21407,-93.0,Andhra Pradesh
2634,AIRTEL,4G,upload,20351,-93.0,Andhra Pradesh
2635,AIRTEL,4G,upload,23744,-82.0,Andhra Pradesh
2636,AIRTEL,4G,upload,25703,-70.0,Andhra Pradesh
